,film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,fulltext,category_name,amount,name,actors
453,479,Jedi Beneath,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,2006,1,7,0.99,128,12.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes']",'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16,Family,20.82,English             ,"James Pitt, Liza Bergman, Julianne Dench, Jane Jackman"
454,480,Jeepers Wedding,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006,1,3,2.99,84,29.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes']",'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2,Classics,70.87,English             ,"Ed Chase, Christian Gable, Woody Jolie, Christopher Berry, Julianne Dench, Minnie Kilmer"
455,481,Jekyll Frogmen,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006,1,4,2.99,58,22.99,PG,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'astronaut':11 'epistl':5 'fanci':4 'frogmen':2 'jekyl':1 'kill':14 'must':13 'shark':19 'student':8 'tank':20 'waitress':16,New,78.84,English             ,"Nick Wahlberg, Dan Streep, Jada Ryder"
456,482,Jeopardy Encino,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,2006,1,3,0.99,102,12.99,R,"['Trailers', 'Commentaries']",'ancient':19 'bore':4 'cow':12 'encino':2 'explor':17 'face':15 'india':20 'jeopardi':1 'mad':11 'man':8 'must':14 'panorama':5,Classics,28.900000000000002,English             ,"Alec Wayne, Greg Chaplin, Geoffrey Heston, Julia Zellweger, Mary Keitel"
457,483,Jericho Mulan,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2006,1,3,2.99,171,29.99,NC-17,['Commentaries'],'amaz':4 'boat':20 'boy':16 'butler':11 'defeat':14 'hunter':8 'jericho':1 'jet':19 'mulan':2 'must':13 'yarn':5,Games,95.84,English             ,"Elvis Marx, Vivien Basinger, William Hackman, Lisa Monroe"
458,484,Jerk Paycheck,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006,1,3,2.99,172,13.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'administr':14 'ancient':22 'charact':5 'chef':10 'databas':13 'japan':23 'jerk':1 'must':16 'pastri':9 'paycheck':2 'reach':17 'shark':20 'studi':6 'touch':4,Classics,104.81,English             ,"Dan Torn, Burt Dukakis, Reese Kilmer, Julia Barrymore, Milla Keitel, Rita Reynolds, Chris Depp, Bela Walken"
459,485,Jersey Sassy,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006,1,6,4.99,60,16.99,PG,"['Deleted Scenes', 'Behind the Scenes']",'ancient':19 'cow':12 'documentari':5 'feminist':17 'find':15 'japan':20 'jersey':1 'lacklustur':4 'mad':11 'madman':8 'must':14 'sassi':2,Children,39.94,English             ,"Nick Wahlberg, Zero Cage, Val Bolger, Fay Kilmer, Walter Torn, Cate Mcqueen, Ed Mansfield, River Dean, John Suvari"
460,486,Jet Neighbors,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,2006,1,7,4.99,59,14.99,R,"['Trailers', 'Commentaries', 'Behind the Scenes']",'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16,Foreign,92.83,English             ,"Fay Kilmer, Greg Chaplin, Gene Willis, Minnie Kilmer, Humphrey Garland, Meryl Allen"
461,487,Jingle Sagebrush,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,2006,1,6,4.99,124,29.99,PG-13,"['Trailers', 'Commentaries']",'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17,Classics,59.89,English             ,"Kim Allen, Groucho Williams"
462,488,Joon Northwest,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006,1,3,0.99,105,23.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'car':12 'discov':15 'forens':17 'joon':1 'must':14 'northwest':2 'panorama':5 'psychologist':18 'shark':21 'tank':22 'technic':8 'thrill':4 'writer':9,Sports,37.84,English             ,"Alec Wayne, Charlize Dench"
463,489,Juggler Hardly,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,2006,1,4,0.99,54,14.99,PG-13,"['Trailers', 'Commentaries']",'astronaut':12 'california':19 'car':17 'challeng':15 'cow':9 'epic':4 'hard':2 'juggler':1 'mad':8 'must':14 'stori':5,Animation,86.71000000000001,English             ,"Milla Peck, Penelope Pinkett, Cameron Zellweger, Penelope Monroe, Salma Nolte, Morgan Williams, Ewan Gooding, Meryl Gibson, Ed Guiness"
464,490,Jumanji Blade,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2006,1,4,2.99,121,13.99,G,"['Commentaries', 'Behind the Scenes']",'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5,New,30.92,English             ,"Jennifer Davis, Bob Fawcett, Nick Stallone, Gary Phoenix, Mena Temple, Jim Mostel"
465,491,Jumping Wrath,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,2006,1,4,0.99,74,18.99,NC-17,"['Commentaries', 'Behind the Scenes']",'berlin':18 'boat':16 'discov':14 'epistl':5 'feminist':11 'jump':1 'monkey':8 'must':13 'touch':4 'wrath':2,Children,67.79,English             ,"Elvis Marx, Sandra Kilmer, Angela Hudson, James Pitt, Susan Davis, Salma Nolte, Cate Harris, Alan Dreyfuss"
466,492,Jungle Closer,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,2006,1,6,0.99,134,11.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes']",'astronaut':17 'australia':19 'battl':15 'bore':4 'boy':9 'charact':5 'closer':2 'jungl':1 'must':14 'studi':6 'woman':12,New,23.88,English             ,"Lucille Tracy, Mena Temple, Burt Posey, Dan Streep, Humphrey Garland, Cuba Birch"
467,493,Kane Exorcist,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,2006,1,5,0.99,92,18.99,R,"['Trailers', 'Commentaries']",'berlin':18 'car':16 'compos':8 'documentari':5 'epic':4 'exorcist':2 'kane':1 'must':13 'overcom':14 'robot':11,Foreign,13.879999999999999,English             ,"Audrey Olivier, Burt Dukakis, Henry Berry, Christopher Berry, Groucho Williams"
468,494,Karate Moon,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,2006,1,4,0.99,120,21.99,PG-13,['Behind the Scenes'],'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5,Horror,51.800000000000004,English             ,"Johnny Cage, Susan Davis, Julianne Dench, Jane Jackman, Jada Ryder, Kim Allen, Michael Bolger, Jayne Silverstone"
469,496,Kick Savannah,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,2006,1,3,0.99,179,10.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes']","'defeat':14 'drama':5 'emot':4 'kick':1 'monkey':8,16 'must':13 'new':18 'orlean':19 'robot':11 'savannah':2",Travel,48.83,English             ,"Angela Hudson, Jessica Bailey, Greta Malden, Laurence Bullock, Alan Dreyfuss, Michael Bening"
470,498,Killer Innocent,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,2006,1,7,2.99,161,11.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes']",'abandon':20 'charact':5 'compos':17 'explor':12 'fanci':4 'innoc':2 'killer':1 'mine':21 'must':14 'shaft':22 'student':9 'studi':6 'succumb':15,Family,21.94,English             ,"Burt Posey, Angelina Astaire, Daryl Wahlberg, Whoopi Hurt, Meryl Allen"
471,499,King Evolution,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,3,4.99,184,24.99,NC-17,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'action':5 'action-pack':4 'baloon':21 'boy':10 'chase':16 'evolut':2 'king':1 'lumberjack':13 'madman':18 'must':15 'pack':6 'tale':7,Family,59.92,English             ,"Penelope Guiness, Lucille Tracy, Burt Dukakis, Cuba Allen, Renee Ball, Mary Keitel"
472,500,Kiss Glory,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,2006,1,5,4.99,163,11.99,PG-13,"['Trailers', 'Commentaries', 'Behind the Scenes']",'canadian':19 'find':14 'girl':8 'glori':2 'husband':11 'kiss':1 'lacklustur':4 'must':13 'reflect':5 'robot':16 'rocki':20,Foreign,126.79,English             ,"Cuba Olivier, Helen Voight, Julia Mcqueen, Tom Miranda, Groucho Dunst, Oprah Kilmer, Humphrey Garland"
473,501,Kissing Dolls,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,2006,1,3,4.99,141,9.99,R,['Trailers'],'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11,Action,120.83,English             ,"Tom Mckellen, Jada Ryder, Geoffrey Heston"
474,502,Knock Warlock,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,2006,1,4,2.99,71,21.99,PG-13,['Trailers'],'baloon':19 'boat':11 'confront':14 'knock':1 'moos':16 'must':13 'stori':5 'teacher':8 'unbeliev':4 'warlock':2,Comedy,99.79,English             ,"Cuba Olivier, Woody Hoffman, Audrey Olivier, Tom Miranda, Reese Kilmer, Jude Cruise"
475,503,Kramer Chocolate,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,2006,1,3,2.99,171,24.99,R,['Trailers'],'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5,Sports,47.910000000000004,English             ,"Johnny Lollobrigida, Bette Nicholson, Fred Costner, Julia Mcqueen, Reese Kilmer, Milla Keitel, Woody Jolie, Julianne Dench"
476,504,Kwai Homeward,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,2006,1,5,0.99,46,25.99,PG-13,"['Trailers', 'Commentaries']","'amaz':4 'car':8,16 'drama':5 'georgia':19 'homeward':2 'kwai':1 'must':13 'pursu':14 'soviet':18 'squirrel':11",Drama,42.800000000000004,English             ,"Natalie Hopkins, Michelle Mcconaughey, Jada Ryder, Angela Witherspoon, Fay Wood"
477,505,Labyrinth League,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,2006,1,6,2.99,46,24.99,PG-13,"['Commentaries', 'Behind the Scenes']",'awe':5 'awe-inspir':4 'compos':10 'desert':22 'frisbe':13 'inspir':6 'labyrinth':1 'leagu':2 'must':15 'pioneer':18 'saga':7 'sahara':21 'succumb':16,Children,41.870000000000005,English             ,"Tom Miranda, Groucho Sinatra, Scarlett Damon, Kirsten Akroyd, Groucho Dunst, Kenneth Hoffman"
478,753,Rush Goodfellas,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006,1,3,0.99,48,20.99,PG,['Deleted Scenes'],'australia':18 'challeng':14 'dentist':11 'display':5 'emot':4 'goodfella':2 'man':8 'must':13 'rush':1 'squirrel':16,Family,81.72,English             ,"Kirk Jovovich, Mae Hoffman, Sylvester Dern, Angela Witherspoon, Alan Dreyfuss"
479,506,Lady Stage,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,4,4.99,67,14.99,PG,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'beauti':4 'boat':22 'charact':5 'explor':17 'ladi':1 'man':12 'must':14 'pursu':15 'stage':2 'studi':6 'u':21 'u-boat':20 'woman':9,Horror,113.84,English             ,"Penelope Guiness, Frances Day-Lewis, Anne Cronyn, Ray Johansson, Penelope Cronyn, Harrison Bale, Jeff Silverstone, Rock Dukakis"
480,507,Ladybugs Armageddon,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,2006,1,4,0.99,113,13.99,NC-17,['Deleted Scenes'],"'armageddon':2 'dog':8 'fate':4 'ladybug':1 'mad':11,17 'meet':15 'must':14 'new':20 'orlean':21 'reflect':5 'scientist':12,18",Games,17.94,English             ,"Kirsten Paltrow, Warren Nolte, Greta Keitel, Matthew Carrey"
481,508,Lambs Cincinatti,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,2006,1,6,4.99,144,18.99,PG-13,"['Trailers', 'Behind the Scenes']",'australia':18 'cincinatti':2 'compos':16 'feminist':11 'fight':14 'insight':4 'lamb':1 'man':8 'must':13 'stori':5,Games,57.900000000000006,English             ,"Woody Hoffman, Val Bolger, Reese Kilmer, Julia Barrymore, Mena Temple, Christian Neeson, Burt Posey, Scarlett Damon, Walter Torn, Cameron Zellweger, Lucille Dee, Fay Winslet, Jayne Nolte, Mena Hopper, Julia Zellweger"
482,509,Language Cowboy,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,5,0.99,78,26.99,NC-17,"['Trailers', 'Deleted Scenes']",'abandon':19 'amus':20 'cat':8 'cowboy':2 'dentist':16 'epic':4 'languag':1 'madman':11 'must':13 'park':21 'vanquish':14 'yarn':5,Children,18.9,English             ,"Penelope Guiness, Bette Nicholson, Christopher Berry, Warren Jackman, Whoopi Hurt, Cuba Birch"
483,510,Lawless Vision,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,2006,1,6,4.99,181,29.99,G,"['Deleted Scenes', 'Behind the Scenes']",'boy':8 'car':17 'insight':4 'lawless':1 'must':14 'outback':20 'outgun':15 'sumo':11 'vision':2 'wrestler':12 'yarn':5,Animation,76.86,English             ,"Joe Swank, Bob Fawcett, Penelope Pinkett, Michael Bolger"
484,511,Lawrence Love,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,2006,1,7,0.99,175,23.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'administr':9 'berlin':20 'cow':13 'databas':8 'fanci':4 'lawrenc':1 'love':2 'mad':12 'must':15 'pursu':16 'woman':18 'yarn':5,Action,15.870000000000001,English             ,"Christopher Berry, Susan Davis"
485,512,League Hellfighters,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,2006,1,5,4.99,110,25.99,PG-13,['Trailers'],'ancient':19 'china':20 'hellfight':2 'leagu':1 'monkey':12 'must':14 'outgun':15 'saga':5 'shark':9 'student':17 'thought':4,Classics,105.83,English             ,"Jessica Bailey, Kirsten Akroyd, Kenneth Torn, Jim Mostel, Albert Johansson, Cuba Birch"
486,513,Leathernecks Dwarfs,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,2006,1,6,2.99,153,21.99,PG-13,"['Trailers', 'Commentaries', 'Behind the Scenes']",'abandon':20 'cow':12 'dog':8 'dwarf':2 'fate':4 'leatherneck':1 'mad':11 'mine':21 'must':14 'outrac':15 'reflect':5 'shaft':22 'teacher':17,Travel,21.94,English             ,"Karl Berry, Uma Wood, Bob Fawcett, Spencer Depp, Susan Davis, Penelope Monroe, Ian Tandy"
487,514,Lebowski Soldiers,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,2006,1,6,2.99,69,17.99,PG-13,"['Commentaries', 'Deleted Scenes']",'agent':9 'ancient':19 'astronaut':17 'beauti':4 'chase':15 'china':20 'epistl':5 'lebowski':1 'must':14 'pioneer':12 'secret':8 'soldier':2,Drama,62.82000000000001,English             ,"Joe Swank, Richard Penn, Albert Johansson"
488,515,Legally Secretary,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,7,4.99,113,14.99,PG,"['Trailers', 'Commentaries', 'Behind the Scenes']",'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17,Children,39.92,English             ,"Uma Wood, Helen Voight, Cameron Streep, Carmen Hunt, Jane Jackman, Bela Walken"
489,516,Legend Jedi,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,2006,1,7,0.99,59,18.99,PG,"['Commentaries', 'Deleted Scenes']",'awe':5 'awe-inspir':4 'crocodil':18 'epistl':7 'inspir':6 'jedi':2 'legend':1 'must':15 'outback':21 'outgun':16 'pioneer':10 'student':13,Music,12.92,English             ,"Tom Mckellen, Angela Hudson, Penelope Cronyn, Cate Mcqueen"
490,517,Lesson Cleopatra,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,2006,1,3,0.99,167,28.99,NC-17,"['Deleted Scenes', 'Behind the Scenes']",'boy':16 'build':14 'cleopatra':2 'display':5 'emot':4 'explor':11 'lesson':1 'man':8 'manhattan':19 'must':13 'penthous':20,Sports,22.94,English             ,"Bette Nicholson, Carmen Hunt, Cameron Wray, Angela Hudson, Kenneth Torn, Walter Torn, Warren Nolte, Cuba Allen, Liza Bergman, Jon Chase, Lisa Monroe, Rock Dukakis"
491,518,Liaisons Sweet,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,5,4.99,140,15.99,PG,"['Commentaries', 'Behind the Scenes']",'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17,Travel,126.79,English             ,"Nick Wahlberg, Mena Temple, Christian Neeson, Meg Hawke, Fay Wood, Michael Bolger"
492,519,Liberty Magnificent,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,2006,1,3,2.99,138,27.99,G,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17,Sports,67.89,English             ,"Bette Nicholson, Alec Wayne, Christian Neeson, Ben Willis, Greg Chaplin, Will Wilson, Cuba Birch"
493,520,License Weekend,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,1,7,2.99,91,28.99,NC-17,"['Deleted Scenes', 'Behind the Scenes']",'husband':11 'insight':4 'licens':1 'madman':16 'man':8 'monasteri':19 'must':13 'overcom':14 'stori':5 'weekend':2,Sci-Fi,17.94,English             ,"Natalie Hopkins, Groucho Sinatra, Greg Chaplin, Sean Guiness, Gina Degeneres, Daryl Crawford, Russell Close, Jayne Silverstone"
494,521,Lies Treatment,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,2006,1,7,4.99,147,28.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'charact':7 'compos':19 'defeat':17 'dentist':11 'fast':5 'fast-pac':4 'first':22 'lie':1 'man':23 'moos':14 'must':16 'pace':6 'space':24 'station':25 'studi':8 'treatment':2,Drama,131.76,English             ,"Helen Voight, Johnny Cage, Dan Harris, Kenneth Torn, Walter Torn, Warren Jackman, Jon Chase"
495,522,Life Twisted,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,2006,1,4,2.99,137,9.99,NC-17,"['Commentaries', 'Deleted Scenes']","'compos':11 'find':14 'first':19 'life':1 'man':16,20 'must':13 'reflect':5 'space':21 'station':22 'teacher':8 'thrill':4 'twist':2",Comedy,37.92,English             ,"Christian Gable, Uma Wood, Minnie Zellweger, Daryl Wahlberg, Christopher West, Gene Mckellen, Matthew Carrey, Reese West"
